,seasons_played,All-Star,TripleCrown,MVP,CYA,3000H,500HR,1500RBI,3000K,300W,300SV,g,ab,r,h,double,triple,hr,rbi,sb,cs,so,g_idp,BB,SAC,TB,XBH,AVG,OBP,SLG,OPS,inducted
anderjo01,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1635.0,6341.0,870.0,1841.0,328.0,124.0,49.0,976.0,338.0,0.0,55.0,0.0,363.0,64.0,2564.0,501.0,0.29,0.326,0.40399999999999997,0.73,0.0
anderma02,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1151.0,3204.0,392.0,849.0,174.0,20.0,63.0,371.0,71.0,24.0,471.0,60.0,270.0,62.0,1252.0,257.0,0.265,0.316,0.391,0.7070000000000001,0.0
ashbyal01,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1370.0,4123.0,397.0,1010.0,183.0,13.0,90.0,513.0,7.0,10.0,622.0,125.0,538.0,96.0,1489.0,286.0,0.245,0.325,0.361,0.6859999999999999,0.0
ariasal01,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,775.0,1773.0,203.0,470.0,84.0,6.0,18.0,196.0,10.0,5.0,211.0,47.0,218.0,33.0,620.0,108.0,0.265,0.34,0.35,0.69,0.0
armasto01,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1432.0,5164.0,614.0,1302.0,204.0,39.0,251.0,815.0,18.0,20.0,1201.0,149.0,312.0,63.0,2337.0,494.0,0.252,0.29100000000000004,0.45299999999999996,0.7440000000000001,0.0
bufordo01,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1286.0,4553.0,718.0,1203.0,157.0,44.0,93.0,418.0,200.0,105.0,575.0,34.0,770.0,81.0,1727.0,294.0,0.264,0.365,0.379,0.7440000000000001,0.0
buforda01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,699.0,1853.0,280.0,448.0,86.0,9.0,54.0,218.0,56.0,35.0,430.0,37.0,197.0,26.0,714.0,149.0,0.242,0.311,0.385,0.696,0.0
buelofr01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,431.0,1334.0,125.0,256.0,25.0,18.0,6.0,112.0,20.0,0.0,0.0,0.0,81.0,53.0,335.0,49.0,0.192,0.23,0.251,0.48100000000000004,0.0
buechst01,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1334.0,4266.0,501.0,1046.0,183.0,21.0,137.0,547.0,17.0,28.0,842.0,107.0,482.0,73.0,1682.0,341.0,0.245,0.317,0.39399999999999996,0.711,0.0
bumbral01,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1496.0,5053.0,778.0,1422.0,220.0,52.0,54.0,402.0,254.0,92.0,709.0,74.0,522.0,74.0,1908.0,326.0,0.281,0.344,0.37799999999999995,0.722,0.0
burnije01,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1694.0,5710.0,917.0,1447.0,298.0,29.0,315.0,981.0,74.0,58.0,1376.0,99.0,892.0,52.0,2748.0,642.0,0.253,0.35200000000000004,0.48100000000000004,0.833,0.0
burleri01,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1346.0,5139.0,656.0,1401.0,256.0,23.0,50.0,449.0,72.0,68.0,477.0,138.0,459.0,130.0,1853.0,329.0,0.273,0.325,0.361,0.6859999999999999,0.0
burnsge02,19.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1866.0,6573.0,901.0,2018.0,444.0,72.0,72.0,951.0,154.0,63.0,433.0,0.0,473.0,187.0,2822.0,588.0,0.307,0.344,0.429,0.773,0.0
burdoja01,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1187.0,4915.0,777.0,1230.0,164.0,50.0,18.0,503.0,59.0,13.0,328.0,0.0,150.0,0.0,1548.0,232.0,0.25,0.272,0.315,0.5870000000000001,0.0
burkeed01,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,853.0,3508.0,744.0,979.0,142.0,57.0,30.0,410.0,291.0,0.0,228.0,0.0,393.0,17.0,1325.0,229.0,0.27899999999999997,0.35,0.37799999999999995,0.728,0.0
brownem01,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,739.0,2249.0,296.0,581.0,112.0,12.0,59.0,326.0,52.0,14.0,468.0,59.0,239.0,30.0,894.0,183.0,0.258,0.326,0.39799999999999996,0.7240000000000001,0.0
brownge01,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1102.0,4300.0,614.0,1176.0,119.0,55.0,18.0,303.0,190.0,0.0,1.0,0.0,279.0,138.0,1459.0,192.0,0.273,0.308,0.33899999999999997,0.647,0.0
brownje01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,982.0,3190.0,431.0,866.0,135.0,25.0,23.0,288.0,73.0,45.0,325.0,65.0,420.0,111.0,1120.0,183.0,0.271,0.34600000000000003,0.35100000000000003,0.6970000000000001,0.0
broutda01,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1673.0,6711.0,1523.0,2296.0,460.0,205.0,106.0,1296.0,256.0,0.0,238.0,0.0,945.0,2.0,3484.0,771.0,0.342,0.423,0.519,0.9420000000000001,0.0
brubabi01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,479.0,1564.0,208.0,413.0,85.0,10.0,22.0,225.0,13.0,0.0,239.0,43.0,161.0,30.0,584.0,117.0,0.264,0.327,0.373,0.7,0.0
brunato01,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,6289.0,804.0,1543.0,306.0,33.0,271.0,919.0,69.0,70.0,1187.0,146.0,843.0,80.0,2728.0,610.0,0.245,0.331,0.434,0.765,0.0
brownol02,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1221.0,3642.0,404.0,964.0,144.0,11.0,102.0,454.0,30.0,27.0,616.0,97.0,376.0,39.0,1436.0,257.0,0.265,0.33,0.39399999999999996,0.7240000000000001,0.0
brownle01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378.0,1531.0,205.0,379.0,83.0,31.0,10.0,169.0,0.0,0.0,155.0,0.0,45.0,0.0,554.0,124.0,0.248,0.26899999999999996,0.36200000000000004,0.631,0.0
brownla01,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1129.0,3449.0,331.0,803.0,108.0,13.0,47.0,254.0,22.0,23.0,414.0,95.0,365.0,83.0,1078.0,168.0,0.233,0.3,0.313,0.613,0.0
brownto02,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494.0,1280.0,151.0,309.0,39.0,7.0,31.0,159.0,7.0,4.0,142.0,39.0,91.0,13.0,455.0,77.0,0.24100000000000002,0.289,0.355,0.644,0.0
brownto01,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1786.0,7363.0,1521.0,1951.0,239.0,138.0,64.0,736.0,657.0,0.0,708.0,0.0,794.0,25.0,2658.0,441.0,0.265,0.335,0.361,0.696,0.0
brownpe01,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1183.0,4820.0,954.0,1646.0,295.0,85.0,46.0,659.0,258.0,0.0,167.0,0.0,495.0,0.0,2249.0,426.0,0.341,0.40299999999999997,0.467,0.87,0.0
burnsoy01,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1187.0,4637.0,869.0,1389.0,224.0,129.0,65.0,832.0,263.0,0.0,182.0,0.0,505.0,1.0,2066.0,418.0,0.3,0.368,0.446,0.8140000000000001,0.0
campbda01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428.0,1252.0,128.0,267.0,54.0,4.0,20.0,89.0,29.0,18.0,254.0,18.0,109.0,33.0,389.0,78.0,0.213,0.27,0.311,0.581,0.0
campbbr01,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1360.0,4762.0,759.0,1382.0,295.0,87.0,106.0,766.0,53.0,50.0,584.0,25.0,575.0,32.0,2169.0,488.0,0.29,0.364,0.455,0.8190000000000001,0.0
careyan01,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,938.0,2850.0,371.0,741.0,119.0,38.0,64.0,350.0,23.0,21.0,389.0,75.0,313.0,72.0,1128.0,221.0,0.26,0.326,0.396,0.722,0.0
carbobe01,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1010.0,2733.0,372.0,722.0,140.0,9.0,96.0,358.0,26.0,18.0,611.0,58.0,607.0,30.0,1168.0,245.0,0.264,0.39399999999999996,0.42700000000000005,0.821,0.0
cangejo01,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1038.0,2004.0,328.0,501.0,73.0,15.0,12.0,134.0,154.0,61.0,322.0,27.0,396.0,39.0,640.0,100.0,0.25,0.368,0.319,0.687,0.0
candaca01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,754.0,1934.0,206.0,483.0,86.0,20.0,11.0,139.0,37.0,28.0,211.0,29.0,186.0,31.0,642.0,117.0,0.25,0.311,0.332,0.643,0.0
cannich01,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,740.0,1950.0,132.0,458.0,66.0,12.0,18.0,169.0,3.0,17.0,354.0,67.0,283.0,42.0,602.0,96.0,0.235,0.326,0.309,0.635,0.0
butersa01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359.0,801.0,63.0,182.0,24.0,3.0,8.0,76.0,0.0,0.0,85.0,32.0,93.0,21.0,236.0,35.0,0.22699999999999998,0.301,0.295,0.596,0.0
bushra01,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1219.0,3045.0,388.0,763.0,154.0,26.0,96.0,409.0,33.0,29.0,505.0,64.0,448.0,38.0,1257.0,276.0,0.251,0.34299999999999997,0.413,0.7559999999999999,0.0
bushodo01,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,672.0,2397.0,287.0,514.0,58.0,13.0,2.0,184.0,39.0,0.0,97.0,0.0,130.0,0.0,604.0,73.0,0.214,0.255,0.252,0.507,0.0
burnsto01,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1251.0,4920.0,722.0,1299.0,236.0,69.0,39.0,683.0,162.0,0.0,454.0,0.0,278.0,0.0,1790.0,344.0,0.264,0.303,0.364,0.667,0.0
busbyji01,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1352.0,4250.0,541.0,1113.0,162.0,35.0,48.0,438.0,97.0,48.0,439.0,83.0,337.0,72.0,1489.0,245.0,0.262,0.311,0.35,0.6609999999999999,0.0
caldeiv01,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,924.0,3312.0,470.0,901.0,200.0,25.0,104.0,444.0,97.0,49.0,556.0,102.0,349.0,41.0,1463.0,329.0,0.272,0.33799999999999997,0.442,0.78,0.0
cabelen01,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1688.0,5952.0,753.0,1647.0,263.0,56.0,60.0,596.0,238.0,124.0,691.0,134.0,313.0,70.0,2202.0,379.0,0.27699999999999997,0.309,0.37,0.679,0.0
byrnebo01,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1283.0,4831.0,667.0,1225.0,186.0,60.0,10.0,329.0,176.0,12.0,220.0,0.0,505.0,144.0,1561.0,256.0,0.254,0.316,0.32299999999999995,0.639,0.0
brosisc01,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1146.0,3889.0,544.0,1001.0,200.0,8.0,141.0,531.0,57.0,30.0,699.0,84.0,407.0,72.0,1640.0,349.0,0.257,0.322,0.42200000000000004,0.7440000000000001,0.0
brookto01,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1336.0,3865.0,477.0,950.0,175.0,40.0,71.0,431.0,86.0,60.0,605.0,67.0,307.0,98.0,1418.0,286.0,0.24600000000000002,0.294,0.36700000000000005,0.6609999999999999,0.0
bollifr01,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1540.0,5562.0,692.0,1415.0,221.0,40.0,106.0,556.0,40.0,38.0,558.0,114.0,520.0,135.0,2034.0,367.0,0.254,0.311,0.366,0.677,0.0
blowemi01,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,761.0,2300.0,290.0,591.0,116.0,8.0,78.0,365.0,7.0,8.0,610.0,80.0,264.0,31.0,957.0,202.0,0.257,0.32899999999999996,0.41600000000000004,0.745,0.0
bocachi01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272.0,535.0,69.0,115.0,28.0,1.0,15.0,37.0,16.0,10.0,139.0,6.0,43.0,6.0,190.0,44.0,0.215,0.271,0.355,0.626,0.0
boccajo01,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,551.0,1462.0,117.0,320.0,56.0,5.0,26.0,148.0,3.0,7.0,246.0,43.0,121.0,32.0,464.0,87.0,0.21899999999999997,0.273,0.317,0.59,0.0
bochtbr01,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1538.0,5233.0,643.0,1478.0,250.0,21.0,100.0,658.0,43.0,41.0,662.0,156.0,731.0,95.0,2070.0,371.0,0.282,0.365,0.396,0.7609999999999999,0.0
bordepa01,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1099.0,3282.0,289.0,831.0,168.0,12.0,69.0,346.0,9.0,14.0,557.0,94.0,180.0,50.0,1230.0,249.0,0.253,0.28800000000000003,0.375,0.6629999999999999,0.0
bordafr01,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,930.0,2632.0,410.0,745.0,120.0,28.0,14.0,270.0,66.0,2.0,186.0,37.0,189.0,48.0,963.0,162.0,0.28300000000000003,0.326,0.366,0.6920000000000001,0.0
boonera01,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1373.0,4589.0,645.0,1260.0,162.0,46.0,151.0,737.0,21.0,19.0,463.0,133.0,655.0,73.0,1967.0,359.0,0.275,0.36,0.429,0.789,0.0
bordimi01,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1720.0,5770.0,676.0,1500.0,257.0,30.0,91.0,626.0,96.0,58.0,800.0,145.0,573.0,151.0,2090.0,378.0,0.26,0.319,0.36200000000000004,0.6809999999999999,0.0
bonneba01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,976.0,3068.0,363.0,833.0,143.0,24.0,56.0,355.0,64.0,39.0,387.0,83.0,268.0,43.0,1192.0,223.0,0.272,0.326,0.389,0.715,0.0
bloodji01,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1002.0,3519.0,347.0,874.0,160.0,20.0,62.0,451.0,19.0,22.0,407.0,116.0,218.0,51.0,1260.0,242.0,0.248,0.28800000000000003,0.358,0.6459999999999999,0.0
biittla01,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1217.0,3151.0,310.0,861.0,144.0,20.0,29.0,354.0,10.0,12.0,287.0,93.0,283.0,45.0,1132.0,193.0,0.273,0.32899999999999996,0.359,0.688,0.0
bierblo01,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1383.0,5706.0,819.0,1521.0,208.0,95.0,33.0,835.0,206.0,0.0,129.0,0.0,283.0,18.0,2018.0,336.0,0.267,0.3,0.354,0.654,0.0
bilkost01,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,1738.0,220.0,432.0,85.0,13.0,76.0,276.0,2.0,4.0,395.0,58.0,239.0,17.0,771.0,174.0,0.249,0.337,0.444,0.7809999999999999,0.0
billijo01,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.0,488.0,44.0,106.0,12.0,5.0,0.0,29.0,5.0,0.0,73.0,0.0,34.0,22.0,128.0,17.0,0.217,0.257,0.262,0.519,0.0
blausje01,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1407.0,4522.0,691.0,1187.0,217.0,33.0,122.0,513.0,65.0,41.0,937.0,77.0,682.0,89.0,1836.0,372.0,0.262,0.353,0.406,0.759,0.0
blasido01,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1444.0,5296.0,731.0,1366.0,178.0,62.0,21.0,308.0,105.0,60.0,462.0,43.0,582.0,75.0,1731.0,261.0,0.258,0.327,0.327,0.654,0.0
blefacu01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,974.0,2947.0,394.0,699.0,104.0,20.0,112.0,382.0,24.0,24.0,444.0,42.0,532.0,58.0,1179.0,236.0,0.237,0.348,0.4,0.748,0.0
blackti01,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,426.0,1044.0,91.0,238.0,40.0,11.0,6.0,80.0,3.0,3.0,183.0,23.0,172.0,23.0,318.0,57.0,0.228,0.331,0.305,0.636,0.0
blancjo01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,516.0,1193.0,137.0,285.0,36.0,2.0,67.0,200.0,2.0,0.0,163.0,28.0,163.0,16.0,526.0,105.0,0.239,0.327,0.441,0.768,0.0
bosleth01,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,784.0,1581.0,183.0,430.0,50.0,12.0,20.0,158.0,47.0,24.0,275.0,33.0,159.0,30.0,564.0,82.0,0.272,0.33299999999999996,0.35700000000000004,0.69,0.0
brenlbo01,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,871.0,2615.0,321.0,647.0,119.0,7.0,91.0,333.0,45.0,38.0,438.0,50.0,370.0,45.0,1053.0,217.0,0.247,0.336,0.40299999999999997,0.7390000000000001,0.0
bressru01,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1305.0,3881.0,544.0,1170.0,164.0,87.0,32.0,586.0,47.0,21.0,246.0,0.0,477.0,140.0,1604.0,283.0,0.301,0.366,0.413,0.779,0.0
bressed01,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1186.0,3672.0,443.0,925.0,184.0,40.0,94.0,365.0,9.0,13.0,723.0,74.0,415.0,63.0,1471.0,318.0,0.252,0.32299999999999995,0.401,0.7240000000000001,0.0
breamsi01,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1088.0,3108.0,351.0,819.0,191.0,12.0,90.0,455.0,50.0,40.0,450.0,75.0,403.0,64.0,1304.0,293.0,0.264,0.342,0.42,0.762,0.0
branski01,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1330.0,4999.0,529.0,1351.0,225.0,75.0,13.0,637.0,175.0,0.0,41.0,0.0,245.0,142.0,1765.0,313.0,0.27,0.29600000000000004,0.353,0.649,0.0
bransje01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,694.0,1555.0,173.0,383.0,72.0,11.0,34.0,156.0,9.0,5.0,312.0,36.0,151.0,39.0,579.0,117.0,0.24600000000000002,0.306,0.37200000000000005,0.6779999999999999,0.0
brandja01,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1221.0,3895.0,540.0,1020.0,175.0,37.0,112.0,485.0,45.0,30.0,574.0,75.0,383.0,60.0,1605.0,324.0,0.262,0.32299999999999995,0.41200000000000003,0.735,0.0
braunst01,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1425.0,3650.0,466.0,989.0,155.0,19.0,52.0,388.0,45.0,27.0,433.0,77.0,628.0,49.0,1338.0,226.0,0.271,0.374,0.36700000000000005,0.741,0.0
brockgr01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1013.0,3202.0,420.0,794.0,141.0,6.0,110.0,462.0,41.0,18.0,469.0,70.0,512.0,44.0,1277.0,257.0,0.248,0.348,0.39899999999999997,0.747,0.0
brodist01,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1437.0,5699.0,886.0,1726.0,191.0,89.0,25.0,900.0,289.0,0.0,148.0,0.0,552.0,63.0,2170.0,305.0,0.303,0.361,0.381,0.742,0.0
brookhu01,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1645.0,5974.0,656.0,1608.0,290.0,31.0,149.0,824.0,64.0,56.0,1005.0,163.0,487.0,77.0,2407.0,470.0,0.26899999999999996,0.32,0.40299999999999997,0.723,0.0
brohaja01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,805.0,2500.0,262.0,613.0,91.0,12.0,30.0,227.0,9.0,17.0,178.0,53.0,252.0,65.0,818.0,133.0,0.245,0.307,0.327,0.634,0.0
brognri01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,848.0,2958.0,379.0,795.0,176.0,13.0,106.0,458.0,32.0,16.0,655.0,72.0,263.0,31.0,1315.0,295.0,0.26899999999999996,0.325,0.445,0.77,0.0
briggjo02,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1366.0,4117.0,601.0,1041.0,170.0,43.0,139.0,507.0,64.0,49.0,785.0,54.0,715.0,52.0,1714.0,352.0,0.253,0.36,0.41600000000000004,0.7759999999999999,0.0
bridwal01,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1252.0,4169.0,457.0,1064.0,95.0,32.0,2.0,348.0,136.0,0.0,98.0,0.0,589.0,170.0,1229.0,129.0,0.255,0.335,0.295,0.63,0.0
bridgro01,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,919.0,2272.0,245.0,562.0,80.0,11.0,16.0,187.0,10.0,15.0,229.0,79.0,222.0,53.0,712.0,107.0,0.247,0.308,0.313,0.621,0.0
brinked01,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1846.0,6045.0,550.0,1355.0,201.0,38.0,60.0,461.0,30.0,35.0,845.0,162.0,528.0,111.0,1812.0,299.0,0.22399999999999998,0.282,0.3,0.5820000000000001,0.0
bowerfr01,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1045.0,3401.0,343.0,852.0,102.0,38.0,13.0,392.0,81.0,0.0,0.0,0.0,176.0,71.0,1069.0,153.0,0.251,0.282,0.314,0.596,0.0
boydbo01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,693.0,1936.0,253.0,567.0,81.0,23.0,19.0,175.0,9.0,17.0,114.0,39.0,182.0,42.0,751.0,123.0,0.293,0.34700000000000003,0.38799999999999996,0.735,0.0
bosweke01,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,930.0,2517.0,266.0,625.0,91.0,19.0,31.0,244.0,27.0,17.0,239.0,90.0,278.0,50.0,847.0,141.0,0.248,0.317,0.337,0.654,0.0
bostoda01,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1058.0,2629.0,378.0,655.0,131.0,22.0,83.0,278.0,98.0,50.0,469.0,37.0,268.0,27.0,1079.0,236.0,0.249,0.316,0.41,0.726,0.0
bradlsc01,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,604.0,1648.0,149.0,424.0,75.0,6.0,18.0,184.0,3.0,6.0,110.0,52.0,129.0,38.0,565.0,99.0,0.257,0.305,0.34299999999999997,0.648,0.0
braggda01,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,916.0,2461.0,341.0,627.0,145.0,14.0,46.0,260.0,56.0,24.0,570.0,54.0,346.0,45.0,938.0,205.0,0.255,0.341,0.381,0.722,0.0
boyleja01,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1086.0,4222.0,668.0,1067.0,137.0,54.0,23.0,569.0,125.0,0.0,234.0,0.0,387.0,28.0,1381.0,214.0,0.253,0.314,0.327,0.6409999999999999,0.0
bradfbu01,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,697.0,1605.0,224.0,363.0,50.0,8.0,52.0,175.0,36.0,24.0,411.0,43.0,219.0,23.0,585.0,110.0,0.226,0.315,0.364,0.679,0.0
jonesda01,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1090.0,3774.0,643.0,1020.0,98.0,40.0,9.0,289.0,207.0,0.0,16.0,0.0,500.0,94.0,1225.0,147.0,0.27,0.348,0.325,0.6729999999999999,0.0
jonesda03,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,907.0,2329.0,268.0,548.0,91.0,19.0,41.0,237.0,20.0,13.0,309.0,42.0,220.0,25.0,800.0,151.0,0.235,0.298,0.34299999999999997,0.6409999999999999,0.0
jonescl01,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1213.0,4263.0,565.0,1196.0,183.0,33.0,93.0,524.0,91.0,48.0,702.0,108.0,442.0,67.0,1724.0,309.0,0.281,0.34299999999999997,0.40399999999999997,0.747,0.0
jonesch05,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548.0,1021.0,155.0,257.0,43.0,11.0,30.0,131.0,26.0,10.0,287.0,21.0,83.0,19.0,412.0,84.0,0.252,0.303,0.40399999999999997,0.7070000000000001,0.0
jonesja04,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1302.0,4594.0,632.0,1272.0,255.0,19.0,165.0,630.0,82.0,45.0,949.0,116.0,387.0,45.0,2060.0,439.0,0.27699999999999997,0.33,0.44799999999999995,0.778,0.0
jonesch01,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,894.0,3738.0,733.0,1114.0,172.0,102.0,56.0,552.0,20.0,1.0,130.0,0.0,271.0,0.0,1658.0,330.0,0.298,0.345,0.444,0.789,0.0
johnswa03,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428.0,569.0,52.0,145.0,17.0,6.0,5.0,59.0,19.0,7.0,58.0,8.0,57.0,7.0,189.0,28.0,0.255,0.319,0.332,0.6509999999999999,0.0
