,seasons_played,All-Star,TripleCrown,MVP,CYA,3000H,500HR,1500RBI,3000K,300W,300SV,g,ab,r,h,double,triple,hr,rbi,sb,cs,so,g_idp,BB,SAC,TB,XBH,AVG,OBP,SLG,OPS,inducted
jorgear01,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307.0,738.0,79.0,176.0,31.0,5.0,4.0,89.0,3.0,3.0,73.0,0.0,85.0,12.0,229.0,40.0,0.23800000000000002,0.313,0.31,0.623,0.0
jordabu01,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,811.0,2980.0,396.0,890.0,153.0,35.0,17.0,281.0,20.0,0.0,109.0,68.0,187.0,49.0,1164.0,205.0,0.299,0.335,0.391,0.726,0.0
joshuvo01,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,822.0,2234.0,277.0,610.0,87.0,31.0,30.0,184.0,55.0,40.0,338.0,43.0,131.0,30.0,849.0,148.0,0.273,0.309,0.38,0.6890000000000001,0.0
josefe01,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,747.0,2527.0,322.0,708.0,135.0,14.0,54.0,324.0,102.0,57.0,507.0,50.0,240.0,17.0,1033.0,203.0,0.28,0.341,0.409,0.75,0.0
jordabr01,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1456.0,5160.0,755.0,1454.0,267.0,37.0,184.0,821.0,119.0,48.0,842.0,118.0,452.0,59.0,2347.0,488.0,0.282,0.336,0.455,0.7909999999999999,0.0
jonesma01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1002.0,3091.0,485.0,778.0,132.0,31.0,133.0,415.0,65.0,40.0,756.0,49.0,491.0,33.0,1371.0,296.0,0.252,0.35100000000000003,0.444,0.795,0.0
joosted01,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1574.0,5606.0,874.0,1339.0,238.0,35.0,134.0,601.0,61.0,31.0,827.0,83.0,1078.0,101.0,2049.0,407.0,0.239,0.35600000000000004,0.366,0.722,0.0
jonesru01,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1331.0,4415.0,643.0,1103.0,215.0,38.0,147.0,579.0,143.0,84.0,817.0,87.0,584.0,77.0,1835.0,400.0,0.25,0.332,0.41600000000000004,0.748,0.0
joneswi01,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1691.0,5826.0,786.0,1502.0,252.0,33.0,190.0,812.0,40.0,17.0,541.0,148.0,801.0,111.0,2390.0,475.0,0.258,0.342,0.41,0.752,0.0
johnsbi03,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,964.0,3253.0,419.0,882.0,141.0,33.0,61.0,487.0,13.0,11.0,290.0,125.0,375.0,31.0,1272.0,235.0,0.271,0.344,0.391,0.735,0.0
johnsal01,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1322.0,4623.0,550.0,1331.0,180.0,33.0,78.0,525.0,113.0,63.0,626.0,143.0,323.0,45.0,1811.0,291.0,0.28800000000000003,0.331,0.392,0.723,0.0
johnsbo02,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,874.0,2307.0,254.0,628.0,88.0,11.0,44.0,230.0,24.0,12.0,291.0,76.0,178.0,35.0,870.0,143.0,0.272,0.32,0.377,0.6970000000000001,0.0
johnscl01,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1369.0,3945.0,539.0,1016.0,188.0,10.0,196.0,699.0,9.0,12.0,719.0,86.0,671.0,40.0,1812.0,394.0,0.258,0.36200000000000004,0.45899999999999996,0.821,0.0
johnsch04,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1188.0,3836.0,465.0,940.0,211.0,4.0,167.0,570.0,6.0,10.0,997.0,112.0,529.0,49.0,1660.0,382.0,0.245,0.33299999999999996,0.433,0.7659999999999999,0.0
jimenda01,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,641.0,2159.0,290.0,568.0,105.0,17.0,36.0,228.0,36.0,22.0,391.0,49.0,306.0,24.0,815.0,158.0,0.263,0.35100000000000003,0.377,0.728,0.0
johnsde01,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1765.0,5941.0,706.0,1447.0,247.0,33.0,245.0,923.0,11.0,18.0,1318.0,164.0,659.0,74.0,2495.0,525.0,0.244,0.316,0.42,0.736,0.0
johnsdo01,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1055.0,3774.0,478.0,992.0,154.0,68.0,14.0,381.0,139.0,48.0,292.0,0.0,312.0,184.0,1324.0,236.0,0.263,0.305,0.35100000000000003,0.6559999999999999,0.0
johnsla03,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1447.0,5379.0,767.0,1565.0,175.0,117.0,34.0,486.0,327.0,105.0,384.0,103.0,388.0,62.0,2076.0,326.0,0.29100000000000004,0.335,0.386,0.721,0.0
johnsro02,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1155.0,4359.0,717.0,1292.0,275.0,83.0,58.0,556.0,135.0,80.0,380.0,6.0,501.0,26.0,1907.0,416.0,0.29600000000000004,0.36700000000000005,0.43700000000000006,0.804,0.0
johnser01,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,813.0,2619.0,372.0,697.0,91.0,36.0,19.0,256.0,114.0,41.0,153.0,0.0,196.0,100.0,917.0,146.0,0.266,0.306,0.35,0.6559999999999999,0.0
johnsho01,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1531.0,4940.0,760.0,1229.0,247.0,22.0,228.0,760.0,231.0,77.0,1053.0,61.0,814.0,66.0,2204.0,497.0,0.249,0.35100000000000003,0.446,0.797,0.0
johnsja01,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1748.0,4703.0,578.0,1254.0,215.0,38.0,102.0,531.0,50.0,54.0,632.0,80.0,512.0,75.0,1851.0,355.0,0.267,0.33399999999999996,0.39399999999999996,0.728,0.0
johnsji01,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1377.0,5070.0,754.0,1493.0,185.0,75.0,22.0,410.0,169.0,83.0,246.0,0.0,411.0,147.0,1894.0,282.0,0.294,0.33799999999999997,0.374,0.7120000000000001,0.0
joynewa01,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2033.0,7127.0,973.0,2060.0,409.0,26.0,204.0,1106.0,60.0,39.0,825.0,168.0,979.0,117.0,3133.0,639.0,0.289,0.37,0.44,0.81,0.0
kellyro01,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1337.0,4797.0,687.0,1390.0,241.0,30.0,124.0,585.0,235.0,84.0,862.0,113.0,382.0,63.0,2063.0,395.0,0.29,0.33799999999999997,0.43,0.768,0.0
kellypa01,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1385.0,4338.0,620.0,1147.0,189.0,35.0,76.0,418.0,250.0,118.0,768.0,97.0,642.0,56.0,1634.0,300.0,0.264,0.355,0.377,0.732,0.0
kennebo01,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1483.0,4624.0,514.0,1176.0,196.0,41.0,63.0,514.0,45.0,50.0,443.0,151.0,372.0,71.0,1643.0,300.0,0.254,0.306,0.355,0.6609999999999999,0.0
kendafr01,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,877.0,2576.0,170.0,603.0,86.0,11.0,31.0,244.0,5.0,5.0,240.0,83.0,224.0,52.0,804.0,128.0,0.23399999999999999,0.29,0.312,0.602,0.0
kempst01,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1168.0,4058.0,581.0,1128.0,179.0,25.0,130.0,634.0,39.0,24.0,605.0,114.0,620.0,61.0,1747.0,334.0,0.278,0.369,0.431,0.8,0.0
kellyki01,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1455.0,5894.0,1357.0,1813.0,359.0,102.0,69.0,950.0,368.0,0.0,418.0,0.0,561.0,0.0,2583.0,530.0,0.308,0.368,0.43799999999999994,0.8059999999999999,0.0
kellemi02,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,622.0,1081.0,108.0,230.0,32.0,6.0,0.0,65.0,9.0,10.0,133.0,37.0,88.0,40.0,274.0,38.0,0.213,0.263,0.253,0.516,0.0
kennejo03,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,856.0,2110.0,237.0,475.0,77.0,17.0,32.0,185.0,14.0,10.0,461.0,48.0,177.0,47.0,682.0,126.0,0.225,0.27899999999999997,0.32299999999999995,0.602,0.0
keougma01,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,841.0,1796.0,256.0,434.0,71.0,23.0,43.0,176.0,26.0,19.0,318.0,19.0,192.0,31.0,680.0,137.0,0.242,0.31,0.379,0.6890000000000001,0.0
kampoal01,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,708.0,2182.0,272.0,531.0,94.0,20.0,45.0,284.0,22.0,1.0,360.0,55.0,264.0,37.0,800.0,159.0,0.243,0.32,0.36700000000000005,0.687,0.0
karkoro01,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,939.0,2597.0,336.0,574.0,120.0,6.0,96.0,335.0,24.0,14.0,749.0,39.0,267.0,92.0,994.0,222.0,0.221,0.285,0.38299999999999995,0.6679999999999999,0.0
kahoemi01,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410.0,1309.0,103.0,278.0,43.0,14.0,4.0,105.0,21.0,0.0,0.0,0.0,43.0,32.0,361.0,61.0,0.212,0.23199999999999998,0.276,0.508,0.0
keenaji01,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,528.0,1886.0,255.0,453.0,61.0,36.0,22.0,208.0,41.0,0.0,111.0,0.0,198.0,0.0,652.0,119.0,0.24,0.312,0.34600000000000003,0.6579999999999999,0.0
kaskoed01,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1077.0,3546.0,411.0,935.0,146.0,13.0,22.0,261.0,31.0,31.0,353.0,77.0,318.0,48.0,1173.0,181.0,0.264,0.32,0.331,0.6509999999999999,0.0
houstty01,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,1805.0,197.0,479.0,84.0,6.0,63.0,253.0,10.0,6.0,408.0,49.0,139.0,17.0,764.0,153.0,0.265,0.315,0.423,0.738,0.0
howarth01,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1015.0,2483.0,297.0,655.0,123.0,22.0,44.0,264.0,66.0,41.0,432.0,39.0,186.0,37.0,954.0,189.0,0.264,0.311,0.384,0.695,0.0
housefr03,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,653.0,1994.0,202.0,494.0,64.0,11.0,47.0,235.0,6.0,7.0,147.0,63.0,187.0,31.0,721.0,122.0,0.248,0.308,0.36200000000000004,0.67,0.0
hornujo01,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1123.0,4784.0,788.0,1230.0,172.0,90.0,31.0,564.0,159.0,0.0,498.0,0.0,134.0,0.0,1675.0,293.0,0.257,0.27699999999999997,0.35,0.627,0.0
hornebo01,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1020.0,3777.0,560.0,1047.0,169.0,8.0,218.0,685.0,14.0,18.0,512.0,111.0,424.0,51.0,1886.0,395.0,0.27699999999999997,0.34600000000000003,0.499,0.845,0.0
hosleti01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,368.0,43.0,79.0,11.0,0.0,12.0,53.0,1.0,1.0,73.0,8.0,64.0,5.0,126.0,23.0,0.215,0.327,0.342,0.669,0.0
houcksa01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,641.0,2659.0,406.0,666.0,106.0,58.0,4.0,234.0,31.0,0.0,75.0,0.0,68.0,0.0,900.0,168.0,0.25,0.26899999999999996,0.33799999999999997,0.607,0.0
howear01,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,891.0,2626.0,268.0,682.0,139.0,23.0,43.0,293.0,10.0,10.0,287.0,70.0,331.0,41.0,996.0,205.0,0.26,0.33799999999999997,0.379,0.7170000000000001,0.0
hudlere01,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,774.0,1767.0,261.0,461.0,96.0,10.0,56.0,169.0,107.0,43.0,325.0,27.0,103.0,30.0,745.0,162.0,0.261,0.297,0.42200000000000004,0.7190000000000001,0.0
huggimi01,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1586.0,5558.0,948.0,1474.0,146.0,50.0,9.0,318.0,324.0,12.0,312.0,0.0,1050.0,192.0,1747.0,205.0,0.265,0.371,0.314,0.685,0.0
howelro02,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1112.0,3791.0,422.0,991.0,183.0,31.0,80.0,454.0,9.0,14.0,675.0,86.0,379.0,49.0,1476.0,294.0,0.261,0.325,0.389,0.7140000000000001,0.0
howelja02,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,941.0,2639.0,345.0,632.0,129.0,16.0,108.0,337.0,14.0,15.0,626.0,39.0,343.0,31.0,1117.0,253.0,0.239,0.324,0.423,0.747,0.0
hoydu01,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1796.0,7112.0,1426.0,2044.0,248.0,121.0,40.0,726.0,594.0,0.0,210.0,0.0,1138.0,119.0,2654.0,409.0,0.287,0.38,0.373,0.753,0.0
hubbatr01,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,476.0,762.0,124.0,196.0,33.0,7.0,16.0,72.0,33.0,17.0,166.0,19.0,90.0,13.0,291.0,56.0,0.257,0.331,0.382,0.713,0.0
hubbagl01,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1354.0,4441.0,545.0,1084.0,214.0,22.0,70.0,448.0,35.0,35.0,640.0,83.0,625.0,109.0,1552.0,306.0,0.244,0.33,0.349,0.679,0.0
holbebi01,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,623.0,2335.0,182.0,486.0,41.0,7.0,0.0,144.0,16.0,0.0,91.0,0.0,61.0,0.0,541.0,48.0,0.20800000000000002,0.228,0.23199999999999998,0.46,0.0
hoilech01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,894.0,2820.0,415.0,739.0,122.0,2.0,151.0,449.0,5.0,7.0,616.0,65.0,496.0,39.0,1318.0,275.0,0.262,0.368,0.467,0.835,0.0
hollato01,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1118.0,3191.0,451.0,871.0,192.0,22.0,98.0,401.0,75.0,43.0,701.0,44.0,295.0,30.0,1401.0,312.0,0.273,0.332,0.439,0.7709999999999999,0.0
holkewa01,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1212.0,4456.0,464.0,1278.0,153.0,58.0,24.0,487.0,81.0,50.0,304.0,0.0,207.0,170.0,1619.0,235.0,0.287,0.307,0.363,0.67,0.0
hoffmgl01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,766.0,2163.0,247.0,524.0,106.0,9.0,23.0,210.0,5.0,16.0,309.0,52.0,165.0,64.0,717.0,138.0,0.242,0.28800000000000003,0.331,0.619,0.0
hoffmda01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,829.0,2981.0,361.0,762.0,71.0,52.0,14.0,235.0,185.0,0.0,0.0,0.0,265.0,79.0,979.0,137.0,0.256,0.309,0.32799999999999996,0.637,0.0
hogansh01,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,989.0,3180.0,288.0,939.0,146.0,12.0,61.0,474.0,6.0,2.0,188.0,35.0,258.0,36.0,1292.0,219.0,0.295,0.345,0.406,0.7509999999999999,0.0
hofmaso01,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1194.0,4072.0,554.0,1095.0,162.0,60.0,19.0,495.0,208.0,0.0,171.0,0.0,436.0,183.0,1434.0,241.0,0.26899999999999996,0.326,0.35200000000000004,0.6779999999999999,0.0
hollibu01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,928.0,3648.0,728.0,1134.0,162.0,71.0,65.0,617.0,248.0,0.0,211.0,0.0,379.0,9.0,1633.0,298.0,0.311,0.375,0.44799999999999995,0.823,0.0
hoppjo01,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1393.0,4260.0,698.0,1262.0,216.0,74.0,46.0,458.0,128.0,1.0,378.0,60.0,483.0,61.0,1764.0,336.0,0.29600000000000004,0.363,0.414,0.777,0.0
hollida01,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,983.0,3346.0,578.0,870.0,166.0,17.0,112.0,482.0,47.0,27.0,687.0,66.0,558.0,35.0,1406.0,295.0,0.26,0.363,0.42,0.7829999999999999,0.0
holtji01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,707.0,1616.0,174.0,428.0,64.0,10.0,19.0,177.0,8.0,6.0,166.0,47.0,117.0,19.0,569.0,93.0,0.265,0.311,0.35200000000000004,0.6629999999999999,0.0
holmedu01,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,932.0,3601.0,539.0,1014.0,142.0,58.0,17.0,374.0,236.0,0.0,14.0,0.0,300.0,113.0,1323.0,217.0,0.282,0.327,0.36700000000000005,0.6940000000000001,0.0
jacksro02,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,926.0,2986.0,356.0,774.0,165.0,22.0,56.0,342.0,23.0,27.0,329.0,73.0,265.0,51.0,1151.0,243.0,0.259,0.315,0.385,0.7,0.0
jacksra01,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,955.0,3203.0,412.0,835.0,115.0,44.0,103.0,415.0,36.0,16.0,382.0,108.0,299.0,57.0,1347.0,262.0,0.261,0.319,0.42100000000000004,0.74,0.0
jacobba01,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1472.0,5507.0,787.0,1714.0,328.0,94.0,83.0,821.0,86.0,54.0,410.0,0.0,394.0,171.0,2479.0,505.0,0.311,0.34700000000000003,0.45,0.797,0.0
jacobbr01,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1311.0,4520.0,535.0,1220.0,204.0,24.0,120.0,545.0,16.0,25.0,764.0,138.0,481.0,52.0,1832.0,348.0,0.27,0.337,0.405,0.742,0.0
iviemi01,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,857.0,2694.0,309.0,724.0,133.0,17.0,81.0,411.0,22.0,16.0,402.0,61.0,265.0,37.0,1134.0,231.0,0.26899999999999996,0.33,0.42100000000000004,0.7509999999999999,0.0
isbelfr01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1119.0,4219.0,501.0,1056.0,158.0,62.0,13.0,455.0,253.0,0.0,0.0,0.0,231.0,202.0,1377.0,233.0,0.25,0.27699999999999997,0.326,0.603,0.0
irwinar01,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1010.0,3871.0,552.0,934.0,141.0,45.0,5.0,396.0,93.0,0.0,378.0,0.0,319.0,0.0,1180.0,191.0,0.24100000000000002,0.299,0.305,0.604,0.0
jacksda04,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,827.0,2209.0,332.0,536.0,121.0,17.0,32.0,198.0,133.0,39.0,517.0,28.0,280.0,31.0,787.0,170.0,0.243,0.324,0.35600000000000004,0.68,0.0
jacksda03,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,2629.0,311.0,676.0,114.0,15.0,80.0,317.0,43.0,17.0,480.0,60.0,158.0,45.0,1060.0,209.0,0.257,0.294,0.40299999999999997,0.6970000000000001,0.0
jacklfr01,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490.0,1344.0,160.0,327.0,64.0,12.0,5.0,153.0,35.0,0.0,100.0,0.0,218.0,16.0,430.0,81.0,0.243,0.345,0.32,0.665,0.0
javiest01,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1763.0,5047.0,781.0,1358.0,225.0,40.0,57.0,503.0,246.0,51.0,839.0,102.0,629.0,105.0,1834.0,322.0,0.26899999999999996,0.344,0.363,0.7070000000000001,0.0
javieju01,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1622.0,5722.0,722.0,1469.0,216.0,55.0,78.0,506.0,135.0,63.0,812.0,100.0,374.0,122.0,2029.0,349.0,0.257,0.29600000000000004,0.355,0.6509999999999999,0.0
jenkige01,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1349.0,4700.0,688.0,1293.0,303.0,22.0,221.0,733.0,32.0,14.0,1186.0,113.0,591.0,40.0,2303.0,546.0,0.275,0.353,0.49,0.843,0.0
jeffere01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,680.0,2123.0,285.0,637.0,131.0,11.0,72.0,300.0,2.0,5.0,451.0,63.0,191.0,17.0,1006.0,214.0,0.3,0.355,0.474,0.8290000000000001,0.0
janvrha01,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,759.0,2221.0,250.0,515.0,68.0,18.0,6.0,210.0,79.0,41.0,197.0,0.0,190.0,104.0,637.0,92.0,0.23199999999999998,0.28,0.287,0.5670000000000001,0.0
jahajo01,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,826.0,2775.0,470.0,730.0,126.0,5.0,141.0,490.0,36.0,17.0,686.0,71.0,495.0,30.0,1289.0,272.0,0.263,0.371,0.465,0.836,0.0
jamesch02,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,946.0,3040.0,343.0,794.0,145.0,24.0,90.0,386.0,27.0,17.0,490.0,69.0,228.0,40.0,1257.0,259.0,0.261,0.309,0.413,0.722,0.0
jamiech01,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1779.0,6560.0,1062.0,1990.0,322.0,80.0,18.0,552.0,131.0,110.0,345.0,0.0,783.0,145.0,2526.0,420.0,0.303,0.37,0.385,0.755,0.0
jamesdi01,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,917.0,2708.0,362.0,781.0,142.0,21.0,32.0,266.0,43.0,38.0,307.0,56.0,349.0,37.0,1061.0,195.0,0.28800000000000003,0.365,0.392,0.757,0.0
huntebr01,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,699.0,1555.0,187.0,364.0,90.0,7.0,67.0,259.0,4.0,9.0,335.0,32.0,163.0,35.0,669.0,164.0,0.23399999999999999,0.301,0.43,0.731,0.0
hundlto01,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1225.0,3769.0,495.0,883.0,167.0,7.0,202.0,599.0,14.0,11.0,988.0,71.0,550.0,49.0,1670.0,376.0,0.23399999999999999,0.32799999999999996,0.44299999999999995,0.7709999999999999,0.0
hundlra01,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1061.0,3442.0,311.0,813.0,118.0,13.0,82.0,381.0,12.0,17.0,565.0,92.0,325.0,71.0,1203.0,213.0,0.23600000000000002,0.297,0.35,0.647,0.0
huntebr02,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,3347.0,500.0,882.0,146.0,28.0,25.0,241.0,260.0,61.0,581.0,46.0,257.0,56.0,1159.0,199.0,0.264,0.311,0.34600000000000003,0.657,0.0
huntro01,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1483.0,5235.0,745.0,1429.0,223.0,23.0,39.0,370.0,65.0,55.0,382.0,100.0,820.0,125.0,1815.0,285.0,0.273,0.364,0.34700000000000003,0.711,0.0
hughero01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,763.0,2582.0,396.0,705.0,105.0,27.0,5.0,205.0,80.0,18.0,175.0,27.0,229.0,66.0,879.0,137.0,0.273,0.325,0.34,0.665,0.0
hummejo01,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1161.0,3906.0,421.0,991.0,128.0,84.0,29.0,394.0,117.0,1.0,269.0,0.0,357.0,114.0,1374.0,241.0,0.254,0.308,0.35200000000000004,0.66,0.0
huletti01,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720.0,2128.0,245.0,529.0,90.0,13.0,48.0,220.0,14.0,11.0,438.0,47.0,159.0,33.0,789.0,151.0,0.249,0.297,0.371,0.6679999999999999,0.0
hurdlcl01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515.0,1391.0,162.0,360.0,81.0,12.0,32.0,193.0,1.0,6.0,261.0,28.0,201.0,22.0,561.0,125.0,0.259,0.348,0.40299999999999997,0.7509999999999999,0.0
incavpe01,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1284.0,4233.0,546.0,1043.0,194.0,21.0,206.0,655.0,33.0,26.0,1277.0,85.0,426.0,39.0,1897.0,421.0,0.24600000000000002,0.313,0.44799999999999995,0.7609999999999999,0.0
iorgda01,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,743.0,1647.0,149.0,455.0,103.0,11.0,14.0,216.0,5.0,7.0,180.0,54.0,124.0,26.0,622.0,128.0,0.276,0.322,0.37799999999999995,0.7,0.0
husonje01,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,827.0,1879.0,242.0,439.0,65.0,13.0,8.0,150.0,64.0,21.0,228.0,55.0,206.0,50.0,554.0,86.0,0.23399999999999999,0.302,0.295,0.597,0.0
